ANIO,UBIGEO,DOMINIO_G,ID_SEXO,EDAD,ID_ESTADO_CIVIL,COD_IDIOMA,COD_GRADO_ESTUDIOS,COD_CARRERA_UNI,COD_CENTRO_ESTUDIOS,COD_DEPARTAMENTO,NOM_DOMINIO_G,NOM_ESTADO_CIVIL,NOM_IDIOMA,NOM_GRADO_ESTUDIOS,NOM_CARRERA_UNI,NOM_CENTRO_ESTUDIOS,NOM_DEPARTAMENTO,SEXO
2020,20801,2,1,25,1,4,10,611106,160000042,2,Costa Centro,Conviviente,Castellano,Superior Universitaria Completa,Ingeniería Agrónoma,Universidad Nacional del Santa,Ancash,Hombre
2020,20105,5,1,26,6,4,10,511026,260000045,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Universidad San Pedro,Ancash,Hombre
2020,20105,5,2,24,6,4,10,714016,260000053,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Enfermería,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2020,20105,5,1,20,6,4,9,511026,160000033,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2020,20105,5,2,53,5,1,11,121456,260000052,13,Sierra Centro,Separado,Quechua,Maestria/doctorado,Educación Secundaria - Matemática,Universidad Particular César Vallejo,La Libertad,Mujer
2020,20105,5,2,17,6,4,9,711026,260000068,15,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Humana,Universidad Científica del Sur,Lima,Mujer
2020,20101,5,1,19,6,4,9,121446,160000033,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Educación Secundaria - Lingüística y Literatura,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2020,20101,5,1,30,5,4,9,594056,160000033,2,Sierra Centro,Separado,Castellano,Superior Universitaria Incompleta,Ingeniería Ambiental,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2020,20101,5,2,28,6,4,9,331016,260000045,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Administración,Universidad San Pedro,Ancash,Mujer
2020,20101,5,1,69,6,4,10,341026,160000001,15,Sierra Centro,Soltero,Castellano,Superior Universitaria Completa,Economía,Universidad Nacional Mayor de San Marcos,Lima,Hombre
2020,21201,5,1,36,1,4,9,331036,260000045,2,Sierra Centro,Conviviente,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Universidad San Pedro,Ancash,Hombre
2020,21201,5,2,33,1,4,10,331036,260000045,2,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad San Pedro,Ancash,Mujer
2020,22008,5,2,20,6,4,9,313016,260000053,2,Sierra Centro,Soltero,Castellano,Superior Universitaria Incompleta,Psicología,Universidad Católica Los Ángeles de Chimbote,Ancash,Mujer
2020,22008,5,1,40,1,4,10,714016,160000033,2,Sierra Centro,Conviviente,Castellano,Superior Universitaria Completa,Enfermería,Universidad Nacional Santiago Antúnez de Mayolo,Ancash,Hombre
2020,30101,6,1,46,2,4,10,342056,260000040,3,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Tecnológica de los Andes,Apurímac,Hombre
2020,30101,6,2,46,2,4,11,313016,260000052,13,Sierra Sur,Casado,Castellano,Maestria/doctorado,Psicología,Universidad Particular César Vallejo,La Libertad,Mujer
2020,30101,6,1,21,6,4,9,592036,181000003,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Aeronáutica,"Escuela de Oficiales de la Fuerza Aérea del Perú  Capitán. FAP ""José Quiñones Gonzáles""",Lima,Hombre
2020,30101,6,1,32,6,4,10,342056,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Tecnológica de los Andes,Apurímac,Hombre
2020,30101,6,1,88,6,4,10,351016,160000003,8,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Derecho,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Hombre
2020,30101,6,2,35,1,4,10,121016,160000077,3,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Educación Secundaria,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Mujer
2020,30101,6,1,39,1,4,10,611016,260000040,3,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Agronomía,Universidad Tecnológica de los Andes,Apurímac,Hombre
2020,30101,6,2,35,2,4,10,112016,260000040,3,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Universidad Tecnológica de los Andes,Apurímac,Mujer
2020,30101,6,1,51,2,4,10,332276,160000003,8,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Turismo,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Hombre
2020,30101,6,1,67,2,4,10,422026,160000003,8,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Ingeniería Química,Universidad Nacional de San Antonio Abad del Cusco,Cusco,Hombre
2020,30101,6,2,58,2,4,11,714016,260000052,13,Sierra Sur,Casado,Castellano,Maestria/doctorado,Enfermería,Universidad Particular César Vallejo,La Libertad,Mujer
2020,30101,6,1,22,6,4,9,521046,260000018,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Industrial,Universidad de Lima,Lima,Hombre
2020,30101,6,1,66,2,1,10,121016,260000040,3,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Educación Secundaria,Universidad Tecnológica de los Andes,Apurímac,Hombre
2020,30101,6,2,63,2,4,10,121016,260000040,3,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Universidad Tecnológica de los Andes,Apurímac,Mujer
2020,30101,6,1,22,6,4,9,351016,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Tecnológica de los Andes,Apurímac,Hombre
2020,30101,6,2,38,6,4,10,342056,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Tecnológica de los Andes,Apurímac,Mujer
2020,30101,6,2,44,1,1,10,112016,160000089,3,Sierra Sur,Conviviente,Quechua,Superior Universitaria Completa,Educación Primaria,"Universidad Nacional ""José María Arguedas""",Apurímac,Mujer
2020,30101,6,2,19,6,4,9,594066,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Ambiental y Recursos Naturales,Universidad Tecnológica de los Andes,Apurímac,Mujer
2020,30101,6,2,26,6,4,10,511056,160000077,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas e Informática   1/,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Mujer
2020,30213,6,2,20,6,4,9,111026,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Educación Inicial,Universidad Tecnológica de los Andes,Apurímac,Mujer
2020,30213,6,1,47,1,1,9,121156,160000025,15,Sierra Sur,Conviviente,Quechua,Superior Universitaria Incompleta,Educación Secundaria - Ciencias Sociales,Universidad Nacional de Educación E.G.V.,Lima,Hombre
2020,30213,6,2,42,1,1,9,111026,260000048,18,Sierra Sur,Conviviente,Quechua,Superior Universitaria Incompleta,Educación Inicial,Universidad José Carlos Mariátegui,Moquegua,Mujer
2020,30606,6,2,37,1,4,10,111026,260000040,3,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,Educación Inicial,Universidad Tecnológica de los Andes,Apurímac,Mujer
2020,30101,6,1,59,2,1,10,121016,260000040,3,Sierra Sur,Casado,Quechua,Superior Universitaria Completa,Educación Secundaria,Universidad Tecnológica de los Andes,Apurímac,Hombre
2020,30101,6,2,19,6,4,9,111076,160000077,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Educación Intercultural Bilingüe: Nivel Inicial y Nivel Primaria,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Mujer
2020,30101,6,2,25,6,4,10,342056,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Tecnológica de los Andes,Apurímac,Mujer
2020,30101,6,1,23,6,4,9,331016,260000059,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración,Universidad Alas Peruanas,Lima,Hombre
2020,30103,6,1,23,6,4,9,621036,160000077,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Veterinaria y Zootecnia,Universidad Nacional Micaela Bastidas de Apurímac,Apurímac,Hombre
2020,30403,6,2,17,6,4,9,714016,260000040,3,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Enfermería,Universidad Tecnológica de los Andes,Apurímac,Mujer
2020,30403,6,1,71,5,1,9,341026,160000009,11,Sierra Sur,Separado,Quechua,Superior Universitaria Incompleta,Economía,Universidad Nacional San Luis Gonzaga,Ica,Hombre
2020,40104,6,2,22,6,4,9,333016,260000065,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración y Marketing,Universidad Tecnológica del Perú,Lima,Mujer
2020,40104,6,1,27,6,4,10,331176,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Comercial,Universidad Católica de Santa María,Arequipa,Hombre
2020,40104,6,1,54,2,4,10,112016,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Primaria,Universidad Católica de Santa María,Arequipa,Hombre
2020,40104,6,1,27,6,4,10,511026,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería de Sistemas,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40104,6,2,18,6,4,9,521046,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Industrial,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40104,6,2,26,2,4,11,313016,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Psicología,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40101,6,2,45,4,4,10,422026,160000005,4,Sierra Sur,Divorciado,Castellano,Superior Universitaria Completa,Ingeniería Química,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40101,6,1,72,4,4,10,331036,260000015,4,Sierra Sur,Divorciado,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Católica de Santa María,Arequipa,Hombre
2020,40101,6,1,61,2,4,10,342056,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Católica de Santa María,Arequipa,Hombre
2020,40101,6,1,26,6,4,10,422026,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Química,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40101,6,1,25,6,4,10,621036,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Medicina Veterinaria y Zootecnia,Universidad Católica de Santa María,Arequipa,Hombre
2020,40101,6,2,22,6,4,9,521046,260000065,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Industrial,Universidad Tecnológica del Perú,Lima,Mujer
2020,40101,6,2,64,3,4,11,111026,160000012,21,Sierra Sur,Viudo,Castellano,Maestria/doctorado,Educación Inicial,Universidad Nacional del Altiplano,Puno,Mujer
2020,40101,6,1,70,2,4,10,341026,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Economía,Universidad Católica de Santa María,Arequipa,Hombre
2020,40103,6,1,62,2,4,9,716026,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Farmacia y Bioquímica,Universidad Católica de Santa María,Arequipa,Hombre
2020,40103,6,1,28,6,4,10,526036,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Mecánica,Universidad Católica de Santa María,Arequipa,Hombre
2020,40103,6,2,17,6,4,9,533026,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Arquitectura,Universidad Católica de Santa María,Arequipa,Mujer
2020,40103,6,1,71,2,4,11,422026,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Ingeniería Química,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40103,6,1,66,1,4,10,999999,181000002,15,Sierra Sur,Conviviente,Castellano,Superior Universitaria Completa,,Escuela Naval del Perú,Lima,Hombre
2020,40103,6,2,61,1,4,11,411016,160000012,21,Sierra Sur,Conviviente,Castellano,Maestria/doctorado,Biología,Universidad Nacional del Altiplano,Puno,Mujer
2020,40103,6,2,68,2,4,11,714016,160000012,21,Sierra Sur,Casado,Castellano,Maestria/doctorado,Enfermería,Universidad Nacional del Altiplano,Puno,Mujer
2020,40103,6,1,44,2,4,10,331036,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Católica de Santa María,Arequipa,Hombre
2020,40103,6,1,23,6,4,10,331046,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Administración de Negocios,Universidad Católica San Pablo,Arequipa,Hombre
2020,40103,6,1,54,2,4,10,341026,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Economía,Universidad Católica de Santa María,Arequipa,Hombre
2020,40103,6,2,50,2,4,10,111026,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Inicial,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40103,6,1,28,6,4,10,331036,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Católica San Pablo,Arequipa,Hombre
2020,40103,6,1,50,2,4,10,331036,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Administración de Empresas,Universidad Católica de Santa María,Arequipa,Hombre
2020,40103,6,2,48,2,4,10,342056,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40110,6,1,58,2,4,11,213026,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Lingüística,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40110,6,2,52,2,4,11,121426,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Educación Secundaria - Lengua y Literatura,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40110,6,2,25,6,4,9,531016,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Católica San Pablo,Arequipa,Mujer
2020,40110,6,2,19,6,4,9,711026,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Medicina Humana,Universidad Católica de Santa María,Arequipa,Mujer
2020,40110,6,2,19,6,4,9,313016,260000059,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Psicología,Universidad Alas Peruanas,Lima,Mujer
2020,40110,6,2,25,6,4,10,111026,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Educación Inicial,Universidad Católica de Santa María,Arequipa,Mujer
2020,40110,6,1,61,2,4,10,342056,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Contabilidad,Universidad Católica de Santa María,Arequipa,Hombre
2020,40110,6,2,59,2,4,10,714016,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Enfermería,Universidad Católica de Santa María,Arequipa,Mujer
2020,40110,6,1,20,6,4,9,351016,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Católica de Santa María,Arequipa,Hombre
2020,40112,6,1,52,2,4,10,999999,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40112,6,2,53,2,4,10,121066,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria - Biología y Química,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40112,6,2,28,6,4,10,521046,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Industrial,Universidad Católica San Pablo,Arequipa,Mujer
2020,40112,6,1,26,6,4,10,441016,260000062,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ciencias de la Computación,Universidad Católica San Pablo,Arequipa,Hombre
2020,40112,6,1,77,2,4,10,341016,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Ciencias Económicas,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40112,6,2,74,2,4,11,342056,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Contabilidad,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40112,6,2,46,3,4,11,714016,260000015,4,Sierra Sur,Viudo,Castellano,Maestria/doctorado,Enfermería,Universidad Católica de Santa María,Arequipa,Mujer
2020,40112,6,1,19,6,4,9,594056,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Ambiental,Universidad Católica de Santa María,Arequipa,Hombre
2020,40129,6,1,56,2,4,9,713026,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Odontología,Universidad Católica de Santa María,Arequipa,Hombre
2020,40129,6,2,28,6,4,10,717016,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Obstetricia,Universidad Católica de Santa María,Arequipa,Mujer
2020,40129,6,1,30,2,4,11,331176,260000015,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Ingeniería Comercial,Universidad Católica de Santa María,Arequipa,Hombre
2020,40129,6,2,36,2,4,11,341026,160000005,4,Sierra Sur,Casado,Castellano,Maestria/doctorado,Economía,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40129,6,1,67,1,4,9,351016,260000015,4,Sierra Sur,Conviviente,Castellano,Superior Universitaria Incompleta,Derecho,Universidad Católica de Santa María,Arequipa,Hombre
2020,40129,6,2,38,1,4,9,716026,260000015,4,Sierra Sur,Conviviente,Castellano,Superior Universitaria Incompleta,Farmacia y Bioquímica,Universidad Católica de Santa María,Arequipa,Mujer
2020,40129,6,1,25,6,4,9,524026,260000067,12,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Eléctrica,Universidad Continental,Junín,Hombre
2020,40129,6,1,53,2,4,10,711026,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Medicina Humana,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40129,6,2,51,2,4,10,711026,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Medicina Humana,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40129,6,1,20,6,4,9,511026,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería de Sistemas,Universidad Católica de Santa María,Arequipa,Hombre
2020,40122,6,1,20,6,4,9,533026,260000065,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Arquitectura,Universidad Tecnológica del Perú,Lima,Hombre
2020,40107,6,1,59,2,4,10,423056,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Ingeniería Geológica,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40107,6,2,57,2,4,10,531016,160000005,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Ingeniería Civil,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40107,6,1,29,6,4,10,423056,160000005,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Geológica,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40107,6,1,21,6,4,9,331036,260000015,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Administración de Empresas,Universidad Católica de Santa María,Arequipa,Hombre
2020,40107,6,1,36,2,4,9,121106,260000059,15,Sierra Sur,Casado,Castellano,Superior Universitaria Incompleta,Educación Secundaria - Ciencias Histórico Sociales,Universidad Alas Peruanas,Lima,Hombre
2020,40107,6,2,24,6,4,9,521046,260000115,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Incompleta,Ingeniería Industrial,Universidad Autónoma San Francisco,Arequipa,Mujer
2020,40107,6,2,23,6,4,10,521046,260000115,4,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Industrial,Universidad Autónoma San Francisco,Arequipa,Mujer
2020,40208,3,1,78,2,4,10,121316,160000005,4,Costa Sur,Casado,Castellano,Superior Universitaria Completa,"Educación Secundaria - Historia, Geografía y Ciencias Sociales",Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40208,3,2,73,2,4,10,121016,160000005,4,Costa Sur,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria,Universidad Nacional de San Agustín,Arequipa,Mujer
2020,40206,3,2,50,6,4,9,121456,260000015,4,Costa Sur,Soltero,Castellano,Superior Universitaria Incompleta,Educación Secundaria - Matemática,Universidad Católica de Santa María,Arequipa,Mujer
2020,40206,3,1,53,1,4,10,121426,160000005,4,Costa Sur,Conviviente,Castellano,Superior Universitaria Completa,Educación Secundaria - Lengua y Literatura,Universidad Nacional de San Agustín,Arequipa,Hombre
2020,40205,3,2,31,6,4,10,351016,260000036,21,Costa Sur,Soltero,Castellano,Superior Universitaria Completa,Derecho,Universidad Andina Néstor Cáceres Velásquez,Puno,Mujer
2020,40408,6,1,63,2,4,10,121506,260000015,4,Sierra Sur,Casado,Castellano,Superior Universitaria Completa,Educación Secundaria - Matemática y Física,Universidad Católica de Santa María,Arequipa,Hombre
2020,40514,6,1,29,6,4,10,521046,260000065,15,Sierra Sur,Soltero,Castellano,Superior Universitaria Completa,Ingeniería Industrial,Universidad Tecnológica del Perú,Lima,Hombre
2020,40108,3,1,87,2,4,10,611016,-1,-1,Costa Sur,Casado,Castellano,Superior Universitaria Completa,Agronomía,,,Hombre
2020,50101,5,1,48,1,1,10,351016,160000002,5,Sierra Centro,Conviviente,Quechua,Superior Universitaria Completa,Derecho,Universidad Nacional de San Cristóbal de Huamanga,Ayacucho,Hombre
2020,50101,5,1,25,6,1,9,531016,160000002,5,Sierra Centro,Soltero,Quechua,Superior Universitaria Incompleta,Ingeniería Civil,Universidad Nacional de San Cristóbal de Huamanga,Ayacucho,Hombre
